species,dropped_tips
Prunus_erythrocarpa,Prunus_erythrocarpa
Prunus_ferganensis,Prunus_ferganensis
Prunus_ferganica,Prunus_ferganica
Prunus_glauca,Prunus_glauca
Prunus_hallasanensis,Prunus_hallasanensis
Prunus_himalaica,Prunus_himalaica
Prunus_kanzakura,Prunus_kanzakura
Prunus_ledebouriana,Prunus_ledebouriana
Prunus_longistyla,Prunus_longistyla
Prunus_orientalis,Prunus_orientalis
Prunus_orthosepala,Prunus_orthosepala
Prunus_pojarkovii,Prunus_pojarkovii
Prunus_ramburei,Prunus_ramburei
Prunus_reverchonii,Prunus_reverchonii
Prunus_scopulorum,Prunus_scopulorum
Prunus_tianshanica,Prunus_tianshanica
Prunus_ulmifolia,Prunus_ulmifolia
Prunus_vaniotii,Prunus_vaniotii
Pseudarthria_panii,Pseudarthria_panii
Pseudoprosopis_euryphylla,Pseudoprosopis_euryphylla
Pseudoprosopis_fischeri,Pseudoprosopis_fischeri
Pseudoprosopis_gilletii,Pseudoprosopis_gilletii
Pseudosenegalia_feddeana,Pseudosenegalia_feddeana
Pseudosenegalia_riograndensis,Pseudosenegalia_riograndensis
Pseudosindora_palustris,Pseudosindora_palustris
Psophocarpus_obovalis,Psophocarpus_obovalis
Psoralea_adscendens,Psoralea_adscendens
Psoralea_congesta,Psoralea_congesta
Pterocarpus_amphymenium,Pterocarpus_amphymenium
Pterocarpus_mildbraedii_subsp_mildbraedii,Pterocarpus_mildbraedii_subsp_mildbraedii
Pterocarpus_officinalis_subsp_officinalis,Pterocarpus_officinalis_subsp_officinalis
Pterocarpus_rotundifolius_subsp_polyanthus,Pterocarpus_rotundifolius_subsp_polyanthus
Pterocarpus_rotundifolius_subsp_rotundifolius,Pterocarpus_rotundifolius_subsp_rotundifolius
Pterocarpus_steinbachianus,Pterocarpus_steinbachianus
Ptychosema_pusillum,Ptychosema_pusillum
Pultenaea_calycina_subsp_calycina,Pultenaea_calycina_subsp_calycina
Pultenaea_calycina_subsp_proxena,Pultenaea_calycina_subsp_proxena
Pultenaea_indira_subsp_monstrosita,Pultenaea_indira_subsp_monstrosita
Pultenaea_quaerita,Pultenaea_quaerita
Pygeum_dolichobotrys,Pygeum_dolichobotrys
Pygeum_macrocarpum,Pygeum_macrocarpum
Pygeum_maingayi,Pygeum_maingayi
Pygeum_oblongum,Pygeum_oblongum
Pygeum_topengii,Pygeum_topengii
Pyrus_chosrovica,Pyrus_chosrovica
Pyrus_communis_subsp_caucasica,Pyrus_communis_subsp_caucasica
Pyrus_cossonii,Pyrus_cossonii
Pyrus_elaeagrifolia,Pyrus_elaeagrifolia
Pyrus_elata,Pyrus_elata
Pyrus_hondoensis,Pyrus_hondoensis
Pyrus_koehnei,Pyrus_koehnei
Pyrus_lindleyi,Pyrus_lindleyi
Pyrus_magyarica,Pyrus_magyarica
Pyrus_megrica,Pyrus_megrica
Pyrus_tamamschianae,Pyrus_tamamschianae
Quercus_auricoma,Quercus_auricoma
Quercus_austroglauca,Quercus_austroglauca
Quercus_blaoensis,Quercus_blaoensis
Quercus_brandegeii,Quercus_brandegeii
Quercus_broteroi,Quercus_broteroi
Quercus_cambodiensis,Quercus_cambodiensis
Quercus_camusae,Quercus_camusae
Quercus_fleuryi,Quercus_fleuryi
Quercus_floccosa,Quercus_floccosa
Quercus_glabrescens,Quercus_glabrescens
Quercus_guajavifolia,Quercus_guajavifolia
Quercus_imeretina,Quercus_imeretina
Quercus_lanceolata,Quercus_lanceolata
Quercus_liaoi,Quercus_liaoi
Quercus_malacotricha,Quercus_malacotricha
Quercus_meihuashanensis,Quercus_meihuashanensis
Quercus_multinervis,Quercus_multinervis
Quercus_neopalmeri,Quercus_neopalmeri
Quercus_patelliformis,Quercus_patelliformis
Quercus_polycarpa,Quercus_polycarpa
Quercus_rhysophylla,Quercus_rhysophylla
Quercus_rivasmartinezii,Quercus_rivasmartinezii
Quercus_schenkiana,Quercus_schenkiana
Quercus_thomsoniana,Quercus_thomsoniana
Quercus_tsinglingensis,Quercus_tsinglingensis
Quercus_virgiliana,Quercus_virgiliana
Quercus_vulcanica,Quercus_vulcanica
Quercus_yiwuensis,Quercus_yiwuensis
Quercus_yunnanensis,Quercus_yunnanensis
Racosperma_acradenia,Racosperma_acradenia
Rafnia_affinis,Rafnia_affinis
Rafnia_angulata_subsp_thunbergii,Rafnia_angulata_subsp_thunbergii
Rafnia_racemosa_subsp_racemosa,Rafnia_racemosa_subsp_racemosa
Rhamnus_costata,Rhamnus_costata
Rhamnus_heldreichii,Rhamnus_heldreichii
Rhamnus_hirtella,Rhamnus_hirtella
Rhamnus_imeretina,Rhamnus_imeretina
Rhamnus_iranica,Rhamnus_iranica
Rhamnus_kanagusukii,Rhamnus_kanagusukii
Rhamnus_kurdica,Rhamnus_kurdica
Rhamnus_libanotica,Rhamnus_libanotica
Rhamnus_microcarpa,Rhamnus_microcarpa
Rhamnus_pendula,Rhamnus_pendula
Rhamnus_punctata,Rhamnus_punctata
Rhamnus_purpurea,Rhamnus_purpurea
Rhamnus_serpyllifolia,Rhamnus_serpyllifolia
Rhamnus_tinctoria,Rhamnus_tinctoria
Rhaphiolepis_delacourii,Rhaphiolepis_delacourii
Rhinotropis_acanthoclada,Rhinotropis_acanthoclada
Rhinotropis_rusbyi,Rhinotropis_rusbyi
Rhynchosia_beddomei,Rhynchosia_beddomei
Rhynchosia_malacophylla,Rhynchosia_malacophylla
Rosa_blinovskyana,Rosa_blinovskyana
Rosa_brownii,Rosa_brownii
Rosa_brunonii,Rosa_brunonii
Rosa_buschiana,Rosa_buschiana
Rosa_centifolia,Rosa_centifolia
Rosa_diplodonta,Rosa_diplodonta
Rosa_hemsleyana,Rosa_hemsleyana
Rosa_jacutica,Rosa_jacutica
Rosa_maeotica,Rosa_maeotica
Rosa_marretii,Rosa_marretii
Rosa_mohavensis,Rosa_mohavensis
Rosa_moschata,Rosa_moschata
Rosa_silverhjelmii,Rosa_silverhjelmii
Rosa_tunquinensis,Rosa_tunquinensis
Rosa_uncinella,Rosa_uncinella
Rosa_uniflorella,Rosa_uniflorella
Rosa_vosagiaca,Rosa_vosagiaca
Rubus_alaskensis,Rubus_alaskensis
Rubus_anglocandicans,Rubus_anglocandicans
Rubus_arcuans,Rubus_arcuans
Rubus_armeniacus,Rubus_armeniacus
Rubus_bohemiicola,Rubus_bohemiicola
Rubus_calophyllus,Rubus_calophyllus
Rubus_caucasicus,Rubus_caucasicus
Rubus_collinus,Rubus_collinus
Rubus_concameratus,Rubus_concameratus
Rubus_fabrimontanus,Rubus_fabrimontanus
Rubus_gizellae,Rubus_gizellae
Rubus_grimesii,Rubus_grimesii
Rubus_gyamdaensis,Rubus_gyamdaensis
Rubus_hawaiensis,Rubus_hawaiensis
Rubus_hebecarpus,Rubus_hebecarpus
Rubus_hirsutus,Rubus_hirsutus
Rubus_holosericeus,Rubus_holosericeus
Rubus_hystrix,Rubus_hystrix
Rubus_indotibetanus,Rubus_indotibetanus
Rubus_jianensis,Rubus_jianensis
Rubus_linkianus,Rubus_linkianus
Rubus_moestus,Rubus_moestus
Rubus_montensis,Rubus_montensis
Rubus_moschus,Rubus_moschus
Rubus_nepalensis,Rubus_nepalensis
Rubus_nyalamensis,Rubus_nyalamensis
Rubus_paganus,Rubus_paganus
Rubus_palaefolius,Rubus_palaefolius
Rubus_persicinus,Rubus_persicinus
Rubus_phengodes,Rubus_phengodes
Rubus_pilulifer,Rubus_pilulifer
Rubus_pinfaensis,Rubus_pinfaensis
Rubus_platyphyllus,Rubus_platyphyllus
Rubus_platysepalus,Rubus_platysepalus
Rubus_probus,Rubus_probus
Rubus_radula,Rubus_radula
Rubus_reticulatus,Rubus_reticulatus
Rubus_rhamnifolius,Rubus_rhamnifolius
Rubus_riograndis,Rubus_riograndis
Rubus_sachalinensis,Rubus_sachalinensis
Rubus_salwinensis,Rubus_salwinensis
Rubus_schizostylus,Rubus_schizostylus
Rubus_sikkimensis,Rubus_sikkimensis
Rubus_spectabilis,Rubus_spectabilis
Rubus_takesimensis,Rubus_takesimensis
Rubus_transvaliensis,Rubus_transvaliensis
Rubus_veraecrucis,Rubus_veraecrucis
Rubus_vratnensis,Rubus_vratnensis
Rytidostylis_carthagenensis,Rytidostylis_carthagenensis
Sageretia_camelliifolia,Sageretia_camelliifolia
Sageretia_hayatae,Sageretia_hayatae
Sageretia_liuzhouensis,Sageretia_liuzhouensis
Salweenia_wardii,Salweenia_wardii
Scutia_capensis,Scutia_capensis
Scutia_eberhardtii,Scutia_eberhardtii
Sechiopsis_laciniata,Sechiopsis_laciniata
Senegalia_lenticularis,Senegalia_lenticularis
Senegalia_mellifera_subsp_detinens,Senegalia_mellifera_subsp_detinens
Senegalia_mellifera_subsp_mellifera,Senegalia_mellifera_subsp_mellifera
Senegalia_pennata_subsp_insuavis,Senegalia_pennata_subsp_insuavis
Senegalia_tonkinensis,Senegalia_tonkinensis
Senegalia_welwitschii_subsp_delagoensis,Senegalia_welwitschii_subsp_delagoensis
Senna_acuta,Senna_acuta
Senna_goniodes,Senna_goniodes
Sesbania_subalata,Sesbania_subalata
Sesbania_sudanica_subsp_occidentalis,Sesbania_sudanica_subsp_occidentalis
Sibbaldianthe_sericea,Sibbaldianthe_sericea
Sicyocaulis_pentagonus,Sicyocaulis_pentagonus
Sicyos_albus,Sicyos_albus
Sicyos_hillebrandii,Sicyos_hillebrandii
Sicyos_hispidus,Sicyos_hispidus
Sicyos_macrophyllus,Sicyos_macrophyllus
Sicyos_mawhai,Sicyos_mawhai
Sicyos_maximowiczii,Sicyos_maximowiczii
Sicyos_pachycarpus,Sicyos_pachycarpus
Sicyos_villosus,Sicyos_villosus
Sicyos_warmingii,Sicyos_warmingii
Siegfriedia_darwinioides,Siegfriedia_darwinioides
Sinobaijiania_taiwaniana,Sinobaijiania_taiwaniana
Sloetiopsis_usambarensis,Sloetiopsis_usambarensis
Soemmeringia_semperflorens,Soemmeringia_semperflorens
Solori_pseudoinvoluta,Solori_pseudoinvoluta
Sophora_lehmannii,Sophora_lehmannii
Sophora_longicarinata,Sophora_longicarinata
Sophora_macnabiana,Sophora_macnabiana
Sophora_moorcroftiana,Sophora_moorcroftiana
Sophora_raivavaeensis,Sophora_raivavaeensis
Sophora_toromiro,Sophora_toromiro
Sorbus_albovii,Sorbus_albovii
Sorbus_decipiens,Sorbus_decipiens
Sorbus_fedorovii,Sorbus_fedorovii
Sorbus_latifolia,Sorbus_latifolia
Sorbus_pannonica,Sorbus_pannonica
Sorbus_tauricola,Sorbus_tauricola
Sorbus_thomsonii,Sorbus_thomsonii
Sorocea_pileata,Sorocea_pileata
Sorocea_saxicola,Sorocea_saxicola
Sparattosyce_dioica,Sparattosyce_dioica
Sphaerophysa_kotschyana,Sphaerophysa_kotschyana
Spiraea_aquilegiifolia,Spiraea_aquilegiifolia
Spiraea_bumalda,Spiraea_bumalda
Spiraea_chartacea,Spiraea_chartacea
Spiraea_corymbosa,Spiraea_corymbosa
Spiraea_humilis,Spiraea_humilis
Spiraea_kweichowensis,Spiraea_kweichowensis
Spiraea_litwinowii,Spiraea_litwinowii
Spiraea_micropetala,Spiraea_micropetala
Spiraea_polonica,Spiraea_polonica
Spiraea_sericea,Spiraea_sericea
Spyridium_bifidum,Spyridium_bifidum
Spyridium_cordatum,Spyridium_cordatum
Spyridium_daltonii,Spyridium_daltonii
Spyridium_eriocephalum,Spyridium_eriocephalum
Spyridium_globulosum,Spyridium_globulosum
Spyridium_halmaturinum,Spyridium_halmaturinum
Spyridium_spathulatum,Spyridium_spathulatum
Spyridium_subochreatum,Spyridium_subochreatum
Spyridium_vexilliferum,Spyridium_vexilliferum
Spyridium_waterhousei,Spyridium_waterhousei
Stachyothyrsus_stapfiana,Stachyothyrsus_stapfiana
Stauracanthus_genistoides_subsp_genistoides,Stauracanthus_genistoides_subsp_genistoides
Stenanthemum_complicatum,Stenanthemum_complicatum
Stranvaesia_amphidoxa,Stranvaesia_amphidoxa
Stranvaesia_davidiana,Stranvaesia_davidiana
Stranvaesia_microphylla,Stranvaesia_microphylla
Stranvaesia_tomentosa,Stranvaesia_tomentosa
Streblus_pendulinus,Streblus_pendulinus
Streblus_sandwicensis,Streblus_sandwicensis
Streblus_tonkinensis,Streblus_tonkinensis
Streblus_zeylanicus,Streblus_zeylanicus
Stuhlmannia_moavi,Stuhlmannia_moavi
Stylosanthes_humilis,Stylosanthes_humilis
Sulla_pallida,Sulla_pallida
Sulla_Spinosissima,Sulla_Spinosissima
Swainsona_microphylla_subsp_glabrescens,Swainsona_microphylla_subsp_glabrescens
Sweetia_suffruticosa,Sweetia_suffruticosa
Sympetalandra_borneensis,Sympetalandra_borneensis
Sympetalandra_densiflora,Sympetalandra_densiflora
Sympetalandra_unijuga,Sympetalandra_unijuga
Tabaroa_caatingicola,Tabaroa_caatingicola
Tara_cacalaco,Tara_cacalaco
Tara_spinosa,Tara_spinosa
Tara_vesicaria,Tara_vesicaria
Tessmannia_neglecta,Tessmannia_neglecta
Tetraglochin_acanthocarpa,Tetraglochin_acanthocarpa
Tetraglochin_alata,Tetraglochin_alata
Tetraglochin_andina,Tetraglochin_andina
Tetraglochin_caespitosa,Tetraglochin_caespitosa
Tetraglochin_cristata,Tetraglochin_cristata
Tetraglochin_inermis,Tetraglochin_inermis
Tetrapterocarpon_geayi,Tetrapterocarpon_geayi
Tetrapterocarpon_septentrionalis,Tetrapterocarpon_septentrionalis
Thailentadopsis_nitida,Thailentadopsis_nitida
Thailentadopsis_tenuis,Thailentadopsis_tenuis
Thermopsis_dolichocarpa,Thermopsis_dolichocarpa
Thermopsis_przewalskii,Thermopsis_przewalskii
Thermopsis_schischkinii,Thermopsis_schischkinii
Thermopsis_yushuensis,Thermopsis_yushuensis
Tibetia_yadongensis,Tibetia_yadongensis
Torminalis_clusii,Torminalis_clusii
Trema_cubense,Trema_cubense
Trema_discolor,Trema_discolor
Trema_nitens,Trema_nitens
Trema_tomentosum,Trema_tomentosum
Trichosanthes_bracteata,Trichosanthes_bracteata
Trichosanthes_cavalerei,Trichosanthes_cavalerei
Trichosanthes_crenulata,Trichosanthes_crenulata
Trichosanthes_dafangensis,Trichosanthes_dafangensis
Trichosanthes_guizhouensis,Trichosanthes_guizhouensis
Trichosanthes_holtzei,Trichosanthes_holtzei
Trichosanthes_hupehensis,Trichosanthes_hupehensis
Trichosanthes_jinggangshanica,Trichosanthes_jinggangshanica
Trichosanthes_lepiniana,Trichosanthes_lepiniana
Trichosanthes_miyagii,Trichosanthes_miyagii
Trichosanthes_ovigera,Trichosanthes_ovigera
Trichosanthes_schizostroma,Trichosanthes_schizostroma
Trichosanthes_stylopodifera,Trichosanthes_stylopodifera
Trichosanthes_trifolia,Trichosanthes_trifolia
Trifidacanthus_unifoliolatus,Trifidacanthus_unifoliolatus
Trifolium_chilaloense,Trifolium_chilaloense
Trifolium_isodon,Trifolium_isodon
Trifolium_longipes_subsp_longipes,Trifolium_longipes_subsp_longipes
Trifolium_longipes_var_elmeri,Trifolium_longipes_var_elmeri
Trifolium_longipes_var_neurophyllum,Trifolium_longipes_var_neurophyllum
Trifolium_lucanicum,Trifolium_lucanicum
Trifolium_michelianum_var_balansae,Trifolium_michelianum_var_balansae
Trifolium_miegeanum,Trifolium_miegeanum
Trifolium_mutabile,Trifolium_mutabile
Trifolium_nigrescens_subsp_meneghinianum,Trifolium_nigrescens_subsp_meneghinianum
Trifolium_nigrescens_subsp_nigrescens,Trifolium_nigrescens_subsp_nigrescens
Trifolium_nigrescens_subsp_petrisavii,Trifolium_nigrescens_subsp_petrisavii
Trifolium_occidentale,Trifolium_occidentale
Trifolium_physanthum,Trifolium_physanthum
Trifolium_subterraneum_subsp_brachycalycinum,Trifolium_subterraneum_subsp_brachycalycinum
Trifolium_subterraneum_subsp_subterraneum,Trifolium_subterraneum_subsp_subterraneum
Trigonella_astroides,Trigonella_astroides
Trigonella_dasycarpa,Trigonella_dasycarpa
Trigonella_mesopotamica,Trigonella_mesopotamica
Trochomeria_weyleyana,Trochomeria_weyleyana
Trophis_phillipinensis,Trophis_phillipinensis
Trymalium_angustifolium,Trymalium_angustifolium
Trymalium_spathulatum,Trymalium_spathulatum
Tylosema_argentea,Tylosema_argentea
Ulex_argenteus_subsp_argenteus,Ulex_argenteus_subsp_argenteus
Ulex_argenteus_subsp_erinaceus,Ulex_argenteus_subsp_erinaceus
Ulex_argenteus_subsp_subsericeus,Ulex_argenteus_subsp_subsericeus
Ulex_baeticus_subsp_scaber,Ulex_baeticus_subsp_scaber
Ulex_breoganii,Ulex_breoganii
Ulex_canescens,Ulex_canescens
Ulex_europaeus_subsp_europaeus,Ulex_europaeus_subsp_europaeus
Ulex_europaeus_subsp_latebracteatus,Ulex_europaeus_subsp_latebracteatus
Ulex_parviflorus_subsp_eriocladus,Ulex_parviflorus_subsp_eriocladus
Ulex_parviflorus_subsp_funkii,Ulex_parviflorus_subsp_funkii
Ulex_parviflorus_subsp_jussiaei,Ulex_parviflorus_subsp_jussiaei
Ulex_parviflorus_subsp_parviflorus,Ulex_parviflorus_subsp_parviflorus
Ulex_parviflorus_subsp_rivasgodayanus,Ulex_parviflorus_subsp_rivasgodayanus
Ulmus_elliptica,Ulmus_elliptica
Umtiza_listeriana,Umtiza_listeriana
Urera_corallina,Urera_corallina
Urera_sandwicensis,Urera_sandwicensis
Urera_woodii,Urera_woodii
Uribea_tamarindoides,Uribea_tamarindoides
Urtica_aquatica,Urtica_aquatica
Urtica_glomeruliflora,Urtica_glomeruliflora
Urtica_grandidentata,Urtica_grandidentata
Urtica_neubaueri,Urtica_neubaueri
Urtica_zayuensis,Urtica_zayuensis
Urticastrum_decumanum,Urticastrum_decumanum
Vachellia_anegadensis,Vachellia_anegadensis
Vachellia_barahonensis,Vachellia_barahonensis
Vachellia_cucuyo,Vachellia_cucuyo
Vachellia_hebeclada_subsp_chobiensis,Vachellia_hebeclada_subsp_chobiensis
Vachellia_hebeclada_subsp_tristis,Vachellia_hebeclada_subsp_tristis
Vachellia_malacocephala,Vachellia_malacocephala
Vachellia_nilotica_subsp_kraussiana,Vachellia_nilotica_subsp_kraussiana
Vachellia_oviedoensis,Vachellia_oviedoensis
Vachellia_pallidifolia,Vachellia_pallidifolia
Vachellia_robbertsei,Vachellia_robbertsei
Vachellia_robusta_subsp_clavigera,Vachellia_robusta_subsp_clavigera
Vachellia_schaffnerii,Vachellia_schaffnerii
Vaseyanthus_brandegeei,Vaseyanthus_brandegeei
Ventia_lanceolata,Ventia_lanceolata
Ventilago_kurzii,Ventilago_kurzii
Ventilago_madraspatana,Ventilago_madraspatana
Ventilago_viminalis,Ventilago_viminalis
Vicia_aintabensis,Vicia_aintabensis
Vicia_alpestris_subsp_hypoleuca,Vicia_alpestris_subsp_hypoleuca
Vicia_aucheri,Vicia_aucheri
Vicia_claessensii,Vicia_claessensii
Vicia_dalmatica,Vicia_dalmatica
Vicia_dennesiana,Vicia_dennesiana
Vicia_eriocarpa,Vicia_eriocarpa
Vicia_garinensis,Vicia_garinensis
Vicia_gregaria,Vicia_gregaria
Vicia_incisa,Vicia_incisa
Vicia_iranica,Vicia_iranica
Vicia_koeieana,Vicia_koeieana
Vicia_kurdica,Vicia_kurdica
Vicia_malosana,Vicia_malosana
Vicia_mollis,Vicia_mollis
Vicia_monardii,Vicia_monardii
Vicia_multijuga,Vicia_multijuga
Vicia_pectinata,Vicia_pectinata
Vicia_persica,Vicia_persica
Vicia_rechingeri,Vicia_rechingeri
Vicia_sativa_subsp_amphicarpa,Vicia_sativa_subsp_amphicarpa
Vicia_sativa_subsp_macrocarpa,Vicia_sativa_subsp_macrocarpa
Vicia_sativa_subsp_sativa,Vicia_sativa_subsp_sativa
Vicia_sessei,Vicia_sessei
Vicia_villosa_subsp_dasycarpa,Vicia_villosa_subsp_dasycarpa
Vicia_villosa_subsp_microphylla,Vicia_villosa_subsp_microphylla
Vigna_grandiflora,Vigna_grandiflora
Vigna_hirtella,Vigna_hirtella
Vigna_lobatifolia,Vigna_lobatifolia
Vigna_nepalensis,Vigna_nepalensis
Vigna_sahyadriana,Vigna_sahyadriana
Viguieranthus_ambongensis,Viguieranthus_ambongensis
Viguieranthus_cylindricostachys,Viguieranthus_cylindricostachys
Viguieranthus_densinervus,Viguieranthus_densinervus
Viguieranthus_glaber,Viguieranthus_glaber
Viguieranthus_glandulosus,Viguieranthus_glandulosus
Viguieranthus_kony,Viguieranthus_kony
Viguieranthus_subauriculatus,Viguieranthus_subauriculatus
Virgilia_oroboides_subsp_ferruginea,Virgilia_oroboides_subsp_ferruginea
Virgilia_oroboides_subsp_oroboides,Virgilia_oroboides_subsp_oroboides
Wajira_danissana,Wajira_danissana
Weberbauerella_brongniartioides,Weberbauerella_brongniartioides
Weberbauerella_raimondiana,Weberbauerella_raimondiana
Xanthophyllum_octandrum,Xanthophyllum_octandrum
Xanthophyllum_siamense,Xanthophyllum_siamense
Xerosicyos_pubescens,Xerosicyos_pubescens
Zapoteca_balsasensis,Zapoteca_balsasensis
Zapoteca_caracasana_subsp_caracasana,Zapoteca_caracasana_subsp_caracasana
Zapoteca_cruzii,Zapoteca_cruzii
Zapoteca_formosa_subsp_formosa,Zapoteca_formosa_subsp_formosa
Zapoteca_formosa_subsp_salvadorensis,Zapoteca_formosa_subsp_salvadorensis
Zapoteca_formosa_subsp_socorrensis,Zapoteca_formosa_subsp_socorrensis
Zapoteca_portoricensis_subsp_portoricensis,Zapoteca_portoricensis_subsp_portoricensis
Zapoteca_portoricensis_subsp_pubicarpa,Zapoteca_portoricensis_subsp_pubicarpa
Zehneria_neocaledonica,Zehneria_neocaledonica
Zehneria_scrobiculata,Zehneria_scrobiculata
Zehneria_tahitensis,Zehneria_tahitensis
Zehneria_tridactyla,Zehneria_tridactyla
Zhengyia_shennongensis,Zhengyia_shennongensis
Ziziphus_acidojujuba,Ziziphus_acidojujuba
Ziziphus_apetala,Ziziphus_apetala
Ziziphus_brunoniana,Ziziphus_brunoniana
Ziziphus_mauritiana,Ziziphus_mauritiana
Ziziphus_mucronata_subsp_rhodesica,Ziziphus_mucronata_subsp_rhodesica
Ziziphus_spinosa,Ziziphus_spinosa
Zornia_villosa,Zornia_villosa
Zuccagnia_punctata,Zuccagnia_punctata
Zygia_eperuetorum,Zygia_eperuetorum
Zygocarpum_rectangulare,Zygocarpum_rectangulare
Zygocarpum_somalense,Zygocarpum_somalense
Zygocarpum_yemenense,Zygocarpum_yemenense